LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-116.2076021,35.8474078,105,BONITA VISTA,,TECOPA,,,,,e17ddd05d50200c2
-116.2056551,35.8473285,1925,OLD SPANISH TRAIL HWY,,TECOPA,,,,,602fe47bd32d8332
-116.2045221,35.8476486,1930,OLD SPANISH TRAIL HWY,,TECOPA,,,,,29522713a26aa7ee
-116.2286705,35.8482948,100,OLD SPANISH TRAIL HWY,,TECOPA,,,,,31b5a2250792f103
-116.2281702,35.8478255,120,OLD SPANISH TRAIL HWY,,TECOPA,,,,,e244b083693138c2
-116.2163881,35.847699,555,OLD SPANISH TRAIL HWY,,TECOPA,,,,,0702b42aa02c581e
-116.2126855,35.8479389,100,DOWNEY RD,,TECOPA,,,,,7bea7dc556c23b45
-116.2109155,35.8484258,1787,OLD SPANISH TRAIL HWY,,TECOPA,,,,,b3fbda7a36df61f8
-116.2058478,35.8481169,1901,OLD SPANISH TRAIL HWY,,TECOPA,,,,,7d113509412b8c93
-116.2044432,35.8483908,1910,OLD SPANISH TRAIL HWY,,TECOPA,,,,,cda42ff4e16d8f18
-116.2169678,35.8488038,1555,OLD SPANISH TRAIL HWY,,TECOPA,,,,,1e672caabcfae274
-116.2423616,35.8513332,22,GENTRY RD,,TECOPA,,,,,e979bc55715aa17e
-116.2407542,35.8513245,44,GENTRY RD,,TECOPA,,,,,ce9ea012f1917415
-116.2235611,35.8491307,290,OLD SPANISH TRAIL HWY,,TECOPA,,,,,27a57d9c14ecb205
-117.0839312,35.8608471,7001,GOLER WASH RD,,PANAMINT VALLEY,,,,,2a0edcd9ceade072
-116.1758741,35.8626186,4500,OLD SPANISH TRAIL HWY,,TECOPA,,,,,5fd87c329eb60cd3
-116.2320399,35.8700558,860,TECOPA HOT SPRINGS RD,,TECOPA,,,,,d1a3876dafebe350
-116.2302325,35.8705954,160,NOONDAY ST,,TECOPA,,,,,fcc7f57a65cfb54a
-116.2291979,35.8704912,195,SUNDOWN ST,,TECOPA,,,,,9e57fa99bb57724c
-116.2285868,35.8706833,220,NOONDAY ST,,TECOPA,,,,,03597c3988a5378a
-116.2300476,35.8715366,139,SUNDOWN ST,,TECOPA,,,,,2850d51d3011810d
-116.2288081,35.8714344,150,SUNDOWN ST,,TECOPA,,,,,49ab666fea610b02
-116.2289329,35.8721656,120,SUNDOWN ST,,TECOPA,,,,,f9161270da393a58
-116.2289435,35.8723986,13,SUNDOWN ST,,TECOPA,,,,,e755d556dc0d1bc9
-116.2283699,35.8729568,277,NOONDAY ST,,TECOPA,,,,,000dbc42ca755c7a
-116.2302772,35.8731342,51,SUNDOWN ST,,TECOPA,,,,,08dc1dbaca34d8b6
-116.2300597,35.8736971,175,NOONDAY ST,,TECOPA,,,,,2c6e142d25c4c7a6
-116.2288349,35.8737275,209,NOONDAY ST,,TECOPA,,,,,dc0ff32cc85e9fa9
-116.2272858,35.8717235,295,NOONDAY ST,,TECOPA,,,,,889401ac8e757071
-116.2278224,35.8736802,265,NOONDAY ST,,TECOPA,,,,,def62015af06cffa
-116.2257572,35.8727936,321,TECOPA HOT SPRINGS RD,,TECOPA,,,,,6b9a018d085b2d89
-116.2348656,35.8741495,155,BLOSS RD,,TECOPA,,,,,95362c9093cf8742
-116.2324015,35.8742012,305,TECOPA HOT SPRINGS RD,,TECOPA,,,,,96156aaf042a48b6
-116.2348214,35.874525,145,BLOSS RD,,TECOPA,,,,,28ed7769db6e9920
-116.2330639,35.8745352,150,BLOSS RD,,TECOPA,,,,,bc98d8cf194fe760
-116.2306808,35.8739497,100,TECOPA HOT SPRINGS RD,,TECOPA,,,,,07dc60734a172bd6
-116.2318115,35.8744759,293,TECOPA HOT SPRINGS RD,,TECOPA,,,,,08375f748f607a6a
-116.2338708,35.8748834,135,BLOSS RD,,TECOPA,,,,,929ecda348fd6a69
-116.2318274,35.8748682,289,TECOPA HOT SPRINGS RD,,TECOPA,,,,,46a82e2f2851dd1e
-116.2332833,35.8748436,130,BLOSS RD,,TECOPA,,,,,fa309d7ea166fcdf
-116.2308598,35.8750655,210,TECOPA HOT SPRINGS RD,,TECOPA,,,,,b4e54663dbf4a96e
-116.2314642,35.8751354,285,TECOPA HOT SPRINGS RD,,TECOPA,,,,,1a5b1faeab848f4d
-116.2347897,35.8754241,27,ELIAS RD,,TECOPA,,,,,9a3d157565e00e34
-116.2344894,35.8751941,26,ELIAS RD,,TECOPA,,,,,51d1b8e5f8617ca7
-116.2335832,35.8754688,120,ELIAS RD,,TECOPA,,,,,cb0532bfbbcf0272
-116.2329154,35.8754948,110,ELIAS RD,,TECOPA,,,,,d71ab5fad8e12ef3
-116.2315145,35.8754544,16,ELIAS RD,,TECOPA,,,,,8ea63283a0c7e6fa
-116.2340113,35.8760021,175,ELIAS RD,,TECOPA,,,,,6f7803423c1f3152
-116.2338367,35.876051,155,ELIAS RD,,TECOPA,,,,,ddb8c7645856e5e0
-116.2333955,35.8760132,133,ELIAS RD,,TECOPA,,,,,fc9841284ed34c90
-116.2318175,35.8760247,33,ELIAS RD,,TECOPA,,,,,3a097c44e0aca347
-116.2327873,35.8761286,55,ELIAS RD,,TECOPA,,,,,c53559d0703ae62e
-116.2313883,35.8760441,11,ELIAS RD,,TECOPA,,,,,29fed0ebbc4744af
-116.2328518,35.8765157,26,BLOSS RD,,TECOPA,,,,,69cf56969923aab1
-116.23407,35.8764301,51,BLOSS RD,,TECOPA,,,,,bd07671ff68f868e
-116.2338859,35.8764155,49,BLOSS RD,,TECOPA,,,,,6cd3666a1c57c242
-116.2336417,35.8763995,47,BLOSS RD,,TECOPA,,,,,68a2553dfaf5ef4f
-116.2333727,35.8765426,43,BLOSS RD,,TECOPA,,,,,ef6fcd5718269951
-116.232273,35.8765667,22,BLOSS RD,,TECOPA,,,,,df9de852bdf49324
-116.234648,35.8766001,201,ELIAS RD,,TECOPA,,,,,04f083d007d39c7e
-116.2334009,35.8768513,9,BLOSS RD,,TECOPA,,,,,b9bf9d7c7c48dded
-116.2327157,35.8769479,12,BLOSS RD,,TECOPA,,,,,fbd16ae9c6365cd7
-116.2322092,35.8769657,18,BLOSS RD,,TECOPA,,,,,97a893d4267a0c21
-116.2311577,35.8768705,155,TECOPA HOT SPRINGS RD,,TECOPA,,,,,1b370a366fa0e414
-116.2348726,35.8770707,203,ELIAS RD,,TECOPA,,,,,5ec2be1c24332c98
-116.2365297,35.8773634,301,ELIAS RD,,TECOPA,,,,,fbdbe8a66bb71cf4
-116.2335895,35.8774593,7,BLOSS RD,,TECOPA,,,,,b4b1332c85d07386
-116.2325513,35.8773964,8,BLOSS RD,,TECOPA,,,,,3369def8732a8378
-116.2303794,35.8756345,368,TECOPA HOT SPRINGS RD,,TECOPA,,,,,c410fbdbebacc930
-117.3866476,35.8910777,400,CROW CANYON RD,,HOMEWOOD CANYON,,,,,9ac6495a27b88610
-117.3896993,35.8911978,450,CROW CANYON RD,,HOMEWOOD CANYON,,,,,ba624ee0c4612a03
-117.3639375,35.8917288,130,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,c62f8e210704592d
-117.3896771,35.8921044,407,CROW CANYON RD,,HOMEWOOD CANYON,,,,,8a68ac48b525f5ec
-117.3649641,35.8916641,170,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,e0cd80f04f5e1283
-117.3861199,35.8923759,320,CROW CANYON RD,,HOMEWOOD CANYON,,,,,13b6bde65ce766ac
-117.3917482,35.8917874,345,CROW CANYON RD,,HOMEWOOD CANYON,,,,,abde19817a44e9b1
-117.3914408,35.8931072,341,CROW CANYON RD,,HOMEWOOD CANYON,,,,,535b8939cf4714c6
-117.3860949,35.8933974,251,CROW CANYON RD,,HOMEWOOD CANYON,,,,,843fc974646dc626
-117.389236,35.8932393,330,CROW CANYON RD,,HOMEWOOD CANYON,,,,,eb650d9e0d9a951e
-117.3809543,35.8945332,850,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,b0d694c0d04f2638
-117.3811834,35.8948874,10,CROW CANYON RD,,HOMEWOOD CANYON,,,,,30c35d2d04460f8d
-117.3942932,35.8932739,354,CROW CANYON RD,,HOMEWOOD CANYON,,,,,88b8583f34a0bda6
-117.3902997,35.89476,332,CROW CANYON RD,,HOMEWOOD CANYON,,,,,99c28b9f454045da
-117.3825568,35.89517,920,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,0cbbe4e1e31e1380
-117.3867656,35.8948238,138,CROW CANYON RD,,HOMEWOOD CANYON,,,,,f66f523639548cdb
-117.3902776,35.8956666,357,CROW CANYON RD,,HOMEWOOD CANYON,,,,,1dbee4e7c72ae081
-117.3946763,35.8958558,351,CROW CANYON RD,,HOMEWOOD CANYON,,,,,135b7166dee9e2e7
-117.3851684,35.8958369,1100,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,891a78c87d859f58
-117.3813716,35.8963693,891,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,af3c66dc044a9b07
-117.3823603,35.8964705,975,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,2123be6a54f1d143
-117.3849834,35.8971334,1111,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,5ed224bcca5a637e
-117.3905597,35.8970959,371,CROW CANYON RD,,HOMEWOOD CANYON,,,,,8a8bfe48ff41aed3
-117.3872604,35.8969974,1200,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,51966c43425ad1f1
-117.4023761,35.8990974,2001,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,ef81d97d367747f9
-117.4049845,35.8990396,2081,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,261d71dd499c9343
-117.4050459,35.901838,2041,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,1d0955533afe24d3
-117.4043293,35.9023936,2021,HOMEWOOD CANYON RD,,HOMEWOOD CANYON,,,,,64fff3bc2f09e2c9
-116.2560476,35.946078,1150,HWY 127,,SHOSHONE,,,,,41fde14b2118aec5
-116.2736771,35.9486835,76,CHARLES BROWN RD,,SHOSHONE,,,,,febdf422b6f3cd89
-117.9279475,35.9509811,1700,LAKE CANYON DR,,LITTLE LAKE,,,,,13daac4393db02aa
-115.9016811,35.9528969,1197,ROSE WAY,,CHARLESTON VIEW,,,,,dfba559702b9f456
-118.0249849,36.3108823,660,S HWY 395,,CARTAGO,,,,,54d7f965f9739cc2
-118.0234978,36.3175165,410,CABIN BAR RANCH RD,,CARTAGO,,,,,c1a23ade56ef5471
-117.9586961,36.3447049,5000,HWY 190,,CARTAGO,,,,,97e8536633678042
-118.4298645,37.3500327,2775,AUDREY LN,,BISHOP,,,,,38eb2d7d57c00cb4
-118.4305398,37.3500337,2781,AUDREY LN,,BISHOP,,,,,e957b19eba857c30
-118.4317307,37.3501869,2817,SIERRA VISTA WAY,,BISHOP,,,,,ff2362e14c4f4a21
-118.4257223,37.3503016,2671,IRENE WAY,,BISHOP,,,,,c75da4a3074e7247
-118.4265853,37.3503207,2694,IRENE WAY,,BISHOP,,,,,a0c280c6d90c0ef7
-118.4256627,37.3505391,2677,IRENE WAY,,BISHOP,,,,,086b0bd76bda4b95
-118.4265241,37.3505507,2698,IRENE WAY,,BISHOP,,,,,d5e82a0094fa882e
-118.4225589,37.3507843,710,S BARLOW LN,,BISHOP,,,,,57725a5ae798612f
-118.4275494,37.3506346,2730,CAROL LN,,BISHOP,,,,,e414434a880f7267
-118.4278732,37.35064,2736,CAROL LN,,BISHOP,,,,,0900d0899743423b
-118.4272555,37.3506193,2724,CAROL LN,,BISHOP,,,,,5a90f1ed3a592a4c
-118.4294077,37.3506473,2764,CAROL LN,,BISHOP,,,,,a6b5e0baa4c699e5
-118.4297606,37.3506407,2770,CAROL LN,,BISHOP,,,,,b8924dbd79b5e452
-118.4281814,37.3506909,2742,CAROL LN,,BISHOP,,,,,1416814136912b99
-118.4284959,37.3506686,2748,CAROL LN,,BISHOP,,,,,7d15f881b8c18f5b
-118.4290867,37.3506774,2758,CAROL LN,,BISHOP,,,,,da103b157618fdf9
-118.426945,37.3506276,2716,CAROL LN,,BISHOP,,,,,2ec71fb0cf25a7f1
-118.4287785,37.3506937,2752,CAROL LN,,BISHOP,,,,,c9d198e253c79f60
-118.4314955,37.3505067,2800,CAROL LN,,BISHOP,,,,,b02e4efae8dc3fb4
-118.4256249,37.3507843,2683,IRENE WAY,,BISHOP,,,,,21c3d47641c283b3
-118.4264666,37.3507787,2708,CAROL LN,,BISHOP,,,,,6a454920c1fe6bfb
-118.4301041,37.3506849,2776,CAROL LN,,BISHOP,,,,,d0912da3b5324c06
-118.4304184,37.3507122,2782,CAROL LN,,BISHOP,,,,,f8b8ebe4c197fb5c
-118.4310735,37.3507143,2794,CAROL LN,,BISHOP,,,,,aaacdb1d22d1f728
-118.4307673,37.3507186,2788,CAROL LN,,BISHOP,,,,,ec1e801ad6093a5d
-118.4316814,37.350793,2806,CAROL LN,,BISHOP,,,,,498c67af7e73a38c
-118.413963,37.3509204,2239,SUNRISE DR,,BISHOP,,,,,ed59af57e760af2d
-118.414389,37.3507236,2245,SUNRISE DR,,BISHOP,,,,,63a7ae9972d0abed
-118.4147921,37.35058,2251,SUNRISE DR,,BISHOP,,,,,454846ea6bfe2ca2
-118.4152023,37.350548,2265,SUNRISE DR,,BISHOP,,,,,341362c3c342c325
-118.4156287,37.3507192,2271,SUNRISE DR,,BISHOP,,,,,7016f334ff8f7607
-118.4159978,37.3510271,2289,SUNRISE DR,,BISHOP,,,,,8ba4fe093a822d0b
-118.4164347,37.3505889,2301,SUNRISE DR,,BISHOP,,,,,d0a16dce4ce0a645
-118.4167916,37.3505684,2333,SUNRISE DR,,BISHOP,,,,,fef589daf18b6dcc
-118.4172803,37.3507139,2351,SUNRISE DR,,BISHOP,,,,,ab093cbc842d21c7
-118.4176911,37.3505992,2387,SUNRISE DR,,BISHOP,,,,,a77edf3fd9247ea2
-118.4180721,37.3505458,2405,SUNRISE DR,,BISHOP,,,,,929fa5d9d0de7570
-118.4184175,37.350542,2417,SUNRISE DR,,BISHOP,,,,,1108bdf2fa8cb4fb
-118.4187853,37.3507082,2435,SUNRISE DR,,BISHOP,,,,,3094ad99d189b2ac
-118.4193293,37.3506109,2471,SUNRISE DR,,BISHOP,,,,,de74b5a9b9f2f85f
-118.4198496,37.3505831,2477,SUNRISE DR,,BISHOP,,,,,0949bddacd5783a5
-118.4202498,37.3505302,2483,SUNRISE DR,,BISHOP,,,,,82a24b19a9415fee
-118.4205979,37.3507014,2491,SUNRISE DR,,BISHOP,,,,,f4ca0cee0602b5be
-118.4209216,37.3505937,2507,SUNRISE DR,,BISHOP,,,,,f2cf8ef6919e9661
-118.421363,37.3509472,2523,SUNRISE DR,,BISHOP,,,,,ce764f53f2529436
-118.4216823,37.3505599,2539,SUNRISE DR,,BISHOP,,,,,e46d33504c9f1633
-118.4223648,37.3510599,760,S BARLOW LN,,BISHOP,,,,,4cf6818f0da0f7c5
-118.4178305,37.3514085,716,SUNDOWN CIR,,BISHOP,,,,,e3c74a6f608e5568
-118.4190165,37.3514177,710,AUTUMN LEAVES CIR,,BISHOP,,,,,21c1d60f3f0b1552
-118.4214531,37.3513937,712,SUMMER HAZE CIR,,BISHOP,,,,,4adc6ac02ce955c1
-118.4254928,37.3513246,2689,CAROL LN,,BISHOP,,,,,1e90beea0150a3c6
-118.4257932,37.3513236,2695,CAROL LN,,BISHOP,,,,,26de1530c66c6dce
-118.4260926,37.3513221,2701,CAROL LN,,BISHOP,,,,,b2ff63b8448bba63
-118.4263921,37.3513201,2707,CAROL LN,,BISHOP,,,,,15a449c2d6ef461c
-118.4266921,37.3513132,2713,CAROL LN,,BISHOP,,,,,dcf5e544e499d009
-118.415065,37.3514995,2394,SUNSET DR,,BISHOP,,,,,bb52ce33d7b95790
-118.4269431,37.3512262,2719,CAROL LN,,BISHOP,,,,,a4549db599026f40
-118.4154019,37.3515018,2398,SUNSET DR,,BISHOP,,,,,4d28de3d59683b25
-118.4272936,37.3512038,2725,CAROL LN,,BISHOP,,,,,75c3eab597e9bdad
-118.415746,37.3515007,2402,SUNSET DR,,BISHOP,,,,,ba71900a362ed213
-117.9502213,36.1389877,1811,S HAIWEE RD,,OLANCHA,,,,,6fb835e8264eb71d
-118.0479112,36.4890351,395,CARROLL CREEK RD,,LONE PINE,,,,,8a6035e392d089a3
-118.4275586,37.3511965,2731,CAROL LN,,BISHOP,,,,,3cb359b7117665cc
-118.4161576,37.3515732,2430,SUNSET DR,,BISHOP,,,,,e8d70e956b430e3f
-118.4278486,37.3511747,2737,CAROL LN,,BISHOP,,,,,4606638581c26d1f
-118.4164337,37.3515694,2442,SUNSET DR,,BISHOP,,,,,2cd8a7b7705727b0
-118.4147118,37.3514971,2382,SUNSET DR,,BISHOP,,,,,01808fc835d410b8
-118.4167631,37.3515493,2454,SUNSET DR,,BISHOP,,,,,a55554e1dff16ef9
-118.4281297,37.3511958,2743,CAROL LN,,BISHOP,,,,,4fa4fab0c701ba83
-118.4284629,37.3511965,2747,CAROL LN,,BISHOP,,,,,b9cba8e94dca2e8f
-118.4288087,37.3511661,2753,CAROL LN,,BISHOP,,,,,6b855af9dc19edca
-118.42035,37.3514458,2530,SUNSET DR,,BISHOP,,,,,73bdbd0085e2775a
-118.4207273,37.3514445,2536,SUNSET DR,,BISHOP,,,,,6c408c4f93d9a140
-118.4291141,37.3511862,2759,CAROL LN,,BISHOP,,,,,4a7af9c8e00c306f
-118.4294474,37.351183,2765,CAROL LN,,BISHOP,,,,,6868b9c6058a3a17
-118.4297906,37.3511804,2771,CAROL LN,,BISHOP,,,,,a1826ee3ff49b3f8
-118.4301305,37.3512066,2777,CAROL LN,,BISHOP,,,,,6f50bd954ba2ec0d
-118.430443,37.3512591,2783,CAROL LN,,BISHOP,,,,,3cdcab2335b4af34
-118.4307629,37.3512516,2789,CAROL LN,,BISHOP,,,,,caf3644be20b5df4
-118.4170925,37.3515304,2466,SUNSET DR,,BISHOP,,,,,767b7ea51680b0e9
-118.4310782,37.3512724,2795,CAROL LN,,BISHOP,,,,,cdecf7d6ad6f1fd2
-118.4314834,37.3513977,2803,CAROL LN,,BISHOP,,,,,06b182833f0a9db4
-118.431682,37.3511133,2807,CAROL LN,,BISHOP,,,,,7ed12d8a3deb3e64
-118.4182539,37.3515129,717,SUNDOWN CIR,,BISHOP,,,,,cebd0b6191ee7934
-118.413915,37.351547,2370,SUNSET DR,,BISHOP,,,,,1e20dcd14168522a
-118.4199715,37.3514858,2526,SUNSET DR,,BISHOP,,,,,b45b876376a2bb39
-118.4186901,37.35157,706,AUTUMN LEAVES CIR,,BISHOP,,,,,6b92c3ddda378ce6
-118.4194362,37.3514893,707,AUTUMN LEAVES CIR,,BISHOP,,,,,287f4294774e3a4b
-118.4174752,37.3515592,2478,SUNSET DR,,BISHOP,,,,,330ff9d67c26e847
-118.421739,37.3515572,705,SUMMER HAZE CIR,,BISHOP,,,,,613bb65ba8dc910c
-118.4210518,37.351552,2542,SUNSET DR,,BISHOP,,,,,178b6a4d46271c5b
-118.4232284,37.3518079,625,S BARLOW LN,,BISHOP,,,,,08b053778a6e0a40
-118.419768,37.3517145,2522,SUNSET DR,,BISHOP,,,,,f34c27547c8dd009
-118.4181359,37.3518807,2498,SUNSET DR,,BISHOP,,,,,e998fbf24b614394
-118.4216459,37.3519139,2554,SUNSET DR,,BISHOP,,,,,491470ca45ac8de7
-118.4226021,37.3517876,628,S BARLOW LN,,BISHOP,,,,,626d0aca49fba1c4
-118.4194834,37.3519306,2518,SUNSET DR,,BISHOP,,,,,a1a9247db2aced9a
-118.4141129,37.3519826,2358,SUNSET DR,,BISHOP,,,,,55e0f8fab916d915
-118.4233529,37.3520212,611,S BARLOW LN,,BISHOP,,,,,ce8d2d8daaf8ace4
-118.415033,37.3520494,2359,SUNSET DR,,BISHOP,,,,,e21abaff183c6546
-118.4238455,37.3518554,2606,SUNSET RD,,BISHOP,,,,,54c9b41c908eaf05
-118.4241604,37.3518548,2618,SUNSET RD,,BISHOP,,,,,7bfb6ab87d4968ab
-118.4244924,37.3518542,2624,SUNSET RD,,BISHOP,,,,,370480074037ec8c
-118.4168659,37.3520393,2457,SUNSET DR,,BISHOP,,,,,2a658c86a23285b0
-118.4185223,37.3519656,2504,SUNSET DR,,BISHOP,,,,,62a9758a54e07403
-118.424891,37.3518534,2630,SUNSET RD,,BISHOP,,,,,53d8d8883f02404f
-118.4252895,37.3518526,2642,SUNSET RD,,BISHOP,,,,,37db565268df1dfc
-118.4162235,37.352042,698,SNOW CIR,,BISHOP,,,,,e1af28156202f633
-118.4256336,37.351852,2652,SUNSET RD,,BISHOP,,,,,9fa8c3b052039a33
-118.4188883,37.3520083,2510,SUNSET DR,,BISHOP,,,,,5e12931bd7c50ff4
-118.4259777,37.3518513,2672,SUNSET RD,,BISHOP,,,,,d43287c8b267c33e
-118.4263218,37.3518506,2682,SUNSET RD,,BISHOP,,,,,9d3bc8adbc5b26a8
-118.4154251,37.3520596,2371,SUNSET DR,,BISHOP,,,,,82423774ce6ba701
-118.4266659,37.35185,2692,SUNSET RD,,BISHOP,,,,,3479cadad44bde43
-118.4269767,37.351904,2700,SUNSET RD,,BISHOP,,,,,cd95c5b1031d18fd
-118.4273501,37.3519583,2706,SUNSET RD,,BISHOP,,,,,1be4420eab7eef86
-118.4276645,37.3519145,2712,SUNSET RD,,BISHOP,,,,,08f4907c76d75da2
-118.4280681,37.3519499,2716,SUNSET RD,,BISHOP,,,,,853acb2437c6dd57
-118.4283734,37.3519395,2724,SUNSET RD,,BISHOP,,,,,b320f59b065552a1
-118.4287086,37.3519269,2730,SUNSET RD,,BISHOP,,,,,5f57f7ffa9b485e8
-118.4290528,37.3519119,2736,SUNSET RD,,BISHOP,,,,,4a6ad908529e47df
-118.4157965,37.3520666,2383,SUNSET DR,,BISHOP,,,,,d050e69c5192082e
-118.4293491,37.3519205,2742,SUNSET RD,,BISHOP,,,,,ae768950b50dd846
-118.4296878,37.3518364,2754,SUNSET RD,,BISHOP,,,,,92456fa1a2ae8c7b
-118.3962868,37.3567137,110,MANDICH ST,,BISHOP,,,,,e7dad964eae7a4b1
-118.4323536,37.3564269,406,PA-ME LN,,BISHOP,,,,,2e10b1f53245e18b
-118.4327784,37.3564266,405,WILDROSE LN,,BISHOP,,,,,9a72f8b9c4e537d0
-118.437715,37.3563629,412,TUMBLEWEED RD,,BISHOP,,,,,4234d6522ea70776
-118.4334183,37.3564218,406,WILDROSE LN,,BISHOP,,,,,171df7904e2ade66
-118.4338431,37.3564215,405,GRANDVIEW RD,,BISHOP,,,,,52dd3087c9971974
-118.4345187,37.3564249,406,GRANDVIEW RD,,BISHOP,,,,,c93828598a400e18
-118.4370717,37.3564144,405,TUMBLEWEED RD,,BISHOP,,,,,860417c123cf8499
-118.4350188,37.3564244,3099,MESQUITE RD,,BISHOP,,,,,664693e3de8ba419
-118.4356019,37.3563468,3054,MORNINGSIDE DR,,BISHOP,,,,,8d0a39b8ce186da5
-118.4358418,37.3563482,3066,MORNINGSIDE DR,,BISHOP,,,,,9bf2d1fe67da95c6
-118.4360827,37.3563479,3078,MORNINGSIDE DR,,BISHOP,,,,,6f0a405974848328
-118.394327,37.3561254,500,S MAIN ST,,BISHOP,,,,,67353ad7b6239005
-118.4363804,37.3563698,3084,MORNINGSIDE DR,,BISHOP,,,,,a4becd56b6e817e6
-118.4376202,37.3566162,392,TUMBLEWEED RD,,BISHOP,,,,,ce734a8d36f96db4
-118.432352,37.356788,390,PA-ME LN,,BISHOP,,,,,6d14d3e3fecaae38
-118.4327767,37.3567875,389,WILDROSE LN,,BISHOP,,,,,0095241e02f492bb
-118.4334205,37.3567869,2951,MORNINGSIDE DR,,BISHOP,,,,,560790fee8afc2cd
-118.4338453,37.3567864,389,GRANDVIEW RD,,BISHOP,,,,,234f0cfb4f236110
-118.4377222,37.3567749,384,TUMBLEWEED RD,,BISHOP,,,,,3592502822a73fdf
-118.3985044,37.3572074,405,MANDICH ST,,BISHOP,,,,,12efb64dd6c90c78
-118.3988468,37.3572571,417,MANDICH ST,,BISHOP,,,,,674901e29fbe6d71
-118.4343877,37.3568593,3011,MORNINGSIDE DR,,BISHOP,,,,,3acdb0d983b7121b
-118.4346271,37.3568576,3023,MORNINGSIDE DR,,BISHOP,,,,,2ca2a62a2490c6b1
-118.434868,37.3568574,3035,MORNINGSIDE DR,,BISHOP,,,,,836cc16b45c81dd7
-118.4351306,37.3568584,3041,MORNINGSIDE DR,,BISHOP,,,,,9e553121187dabbb
-118.4356028,37.3568582,3053,MORNINGSIDE DR,,BISHOP,,,,,10edba53e1ce8c42
-118.4358426,37.3568563,3065,MORNINGSIDE DR,,BISHOP,,,,,144e8b8547447e1a
-118.4360835,37.3568561,3077,MORNINGSIDE DR,,BISHOP,,,,,c7bc0a9d168ac14f
-118.4363359,37.3568616,3083,MORNINGSIDE DR,,BISHOP,,,,,7f6e6ca539c0b47e
-118.4323516,37.3569932,378,PA-ME LN,,BISHOP,,,,,f891180e1891dd90
-118.4327794,37.3569927,377,WILDROSE LN,,BISHOP,,,,,1685561ecfb2eef8
-118.4370292,37.3566882,393,TUMBLEWEED RD,,BISHOP,,,,,7d3d404a85902c3d
-118.4334195,37.3569921,378,WILDROSE LN,,BISHOP,,,,,e98d421cc962a3c0
-118.4338474,37.3569916,377,GRANDVIEW RD,,BISHOP,,,,,6dd7d14f613335ce
-118.3776476,37.3575708,984,POLETA RD,,BISHOP,,,,,36178ffda2040d7b
-118.4344878,37.3571187,366,GRANDVIEW RD,,BISHOP,,,,,4c6664979c1a2381
-118.4323533,37.3571992,366,PA-ME LN,,BISHOP,,,,,245f733cbbb8ab16
-118.4327809,37.3571987,365,WILDROSE LN,,BISHOP,,,,,5bcd048f2ffbb625
-118.4334203,37.3571981,366,WILDROSE LN,,BISHOP,,,,,ca6fd8993c502884
-118.4338482,37.3571976,365,GRANDVIEW RD,,BISHOP,,,,,c450f17478fb38dc
-118.4363807,37.3571548,320,PINON RD,,BISHOP,,,,,cb36ac9995671d3a
-118.3956871,37.3574345,469,S MAIN ST,,BISHOP,,,,,cc9390470f7b27ab
-118.398533,37.3574875,467,S FOWLER ST,,BISHOP,,,,,440dc932f3f007c3
-118.3991205,37.3572228,429,MANDICH ST,,BISHOP,,,,,d55aec2cbd4f51b6
-118.3993222,37.3572076,441,MANDICH ST,,BISHOP,,,,,9af8cdd724e27397
-118.4367289,37.3571544,333,PINON RD,,BISHOP,,,,,043deee013dc8a1f
-118.4344904,37.3572965,3028,LAUREL RD,,BISHOP,,,,,7bb40e68ce92f0f5
-118.4348745,37.3572076,3040,LAUREL RD,,BISHOP,,,,,53510a03aeba9a82
-118.3932809,37.3608404,177,SHORT ST,,BISHOP,,,,,f3fbada05277c705
-118.3929598,37.3606082,187,SHORT ST,,BISHOP,,,,,fd7703cf188cdee4
-118.3927727,37.3606256,193,SHORT ST,,BISHOP,,,,,c016232bf7cf48b1
-118.3923397,37.3608093,162,SNEDEN ST,,BISHOP,,,,,305277e39040c177
-118.4323436,37.3603166,166,PA-ME LN,,BISHOP,,,,,e6c6bf69f16bd169
-118.4326813,37.3603165,176,PA-ME LN,,BISHOP,,,,,fb730b20375d3704
-118.399593,37.3607999,145,FULTON ST,,BISHOP,,,,,9ebae0bfc86f51a3
-118.4001539,37.3607967,186,EDWARD ST,,BISHOP,,,,,3a16dd0150106e00
-118.4008171,37.3607003,187,EDWARD ST,,BISHOP,,,,,5fca855d50340d23
-118.4014728,37.3608126,174,IRIS ST,,BISHOP,,,,,6cbcaa431b171596
-118.3863521,37.3608631,164,FIRST ST,,BISHOP,,,,,5692ed1826e5b687
