LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-118.3974649,37.3647664,325,GROVE ST,,BISHOP,,,,,f959372f9a5dddd5
-118.4477992,37.3639281,255,MT TOM RD,,BISHOP,,,,,a80086d8b6c999c5
-118.3934621,37.3647968,528,CENTRAL AVE,,BISHOP,,,,,f90bdd5ad874e8c5
-118.3930503,37.3648704,537,HOWARD ST,,BISHOP,,,,,7ad798f117e25c30
-118.3924825,37.3648765,536,HOWARD ST,,BISHOP,,,,,7d70742f4387a6c2
-118.4428623,37.363514,336,MCLAREN LN,,BISHOP,,,,,8688c52665336e97
-118.4445483,37.3642126,210,S MOUNTAIN VIEW RD,,BISHOP,,,,,e5c77309767d0f04
-118.3907066,37.364743,325,E PINE ST,,BISHOP,,,,,88cab76a8d7f7129
-118.3904484,37.3645705,337,E PINE ST,,BISHOP,,,,,d735f01765d24122
-118.3909894,37.3648474,315,E PINE ST,,BISHOP,,,,,be6eb7d9cc5e1ff0
-118.3898885,37.3648143,369,E PINE ST,,BISHOP,,,,,6ad85da7d8b5575e
-118.3912756,37.3646517,508,N THIRD ST,,BISHOP,,,,,454b360c538700d0
-118.3893229,37.364936,557,N SECOND ST,,BISHOP,,,,,f4f2472238c97f0d
-118.3920827,37.3648718,281,E PINE ST,,BISHOP,,,,,1763f77d41095ffa
-118.3918587,37.3647175,515,N THIRD ST,,BISHOP,,,,,d657389e46d3d628
-118.3887632,37.3649087,556,N SECOND ST,,BISHOP,,,,,2e0ce673767dcb59
-118.3999445,37.364795,587,GROVE ST,,BISHOP,,,,,4f694f6664236223
-118.447163,37.364071,250,MT TOM RD,,BISHOP,,,,,23f7fe0edceb43a6
-118.4489579,37.3642785,272,SHEPARD LN,,BISHOP,,,,,6a32d5a4a203f436
-118.4002785,37.3648068,605,GROVE ST,,BISHOP,,,,,f527b90c7877a1eb
-118.4494616,37.3642974,273,SHEPARD LN,,BISHOP,,,,,c860973451723da3
-118.3960126,37.36495,175,GROVE ST,,BISHOP,,,,,2475333fe601d740
-118.3964555,37.3648512,205,GROVE ST,,BISHOP,,,,,3d12d2d8ef1d30d6
-118.3966276,37.3648507,237,GROVE ST,,BISHOP,,,,,fdba5ce4f7a68f12
-118.3968858,37.3648499,263,GROVE ST,,BISHOP,,,,,22a0df8acc1926c7
-118.3970579,37.3648494,287,GROVE ST,,BISHOP,,,,,238cdd9d730e4136
-118.3975861,37.3649166,537,HAMMOND ST,,BISHOP,,,,,4cb6080c22a5751e
-118.3980158,37.3648258,387,GROVE ST,,BISHOP,,,,,477f71d20fd5fc10
-118.3985195,37.3648459,425,GROVE ST,,BISHOP,,,,,65ee297198592970
-118.398795,37.3647995,463,GROVE ST,,BISHOP,,,,,ea4b56aeb2b05c05
-118.3947134,37.3648796,536,N MAIN ST,,BISHOP,,,,,0d0fadeebfa45dc3
-118.3989847,37.3648434,487,GROVE ST,,BISHOP,,,,,c29cce3129c6487d
-118.3993634,37.3648423,505,GROVE ST,,BISHOP,,,,,3667735305e19c72
-118.3995356,37.3648417,537,GROVE ST,,BISHOP,,,,,a6c3d82e88bcda35
-118.3997766,37.364841,563,GROVE ST,,BISHOP,,,,,ed5836374373ef6b
-118.3999452,37.3649463,560,HOBSON ST,,BISHOP,,,,,ebda4aadecf1f175
-118.3934662,37.3650028,550,CENTRAL AVE,,BISHOP,,,,,79808151f2790c48
-118.393053,37.3650078,551,HOWARD ST,,BISHOP,,,,,bc074a6ccab9c007
-118.3913062,37.3650522,546,N THIRD ST,,BISHOP,,,,,d4f4ee16af01b077
-118.4002789,37.364958,537,HOBSON ST,,BISHOP,,,,,aee44c8b3f32be25
-118.400469,37.3648515,617,GROVE ST,,BISHOP,,,,,a6f0a9a1a45dbfd0
-118.4006422,37.3648512,619,GROVE ST,,BISHOP,,,,,977be9ca26b6347b
-118.4007981,37.3648509,625,GROVE ST,,BISHOP,,,,,2a94a89e89e701de
-118.4010579,37.3648503,637,GROVE ST,,BISHOP,,,,,35218c06a7c1cc02
-118.4014042,37.3648497,651,GROVE ST,,BISHOP,,,,,cab0f7d32dbd11f1
-118.4424853,37.3640106,348,MCLAREN LN,,BISHOP,,,,,8a187689af64aac1
-118.401664,37.3648492,675,GROVE ST,,BISHOP,,,,,c9a70e4788137183
-118.4018372,37.3648488,681,GROVE ST,,BISHOP,,,,,4f3ace4fa64c17b5
-118.3956295,37.3648883,515,N MAIN ST,,BISHOP,,,,,41acb24248242849
-118.4020969,37.3648483,693,GROVE ST,,BISHOP,,,,,d4ceea3b26cbc9f4
-118.4026061,37.3648475,555,HOME ST,,BISHOP,,,,,636d06b825aebf71
-118.402865,37.364847,725,GROVE ST,,BISHOP,,,,,9f6d4f2fff3e21f5
-118.4030807,37.3648466,731,GROVE ST,,BISHOP,,,,,79c077d4269e709f
-118.4033396,37.3648462,737,GROVE ST,,BISHOP,,,,,33847bb932b727a0
-118.4036291,37.3649463,751,GROVE ST,,BISHOP,,,,,72f63d5688b79df7
-118.4039274,37.3647897,769,GROVE ST,,BISHOP,,,,,1182e99316840656
-118.4041348,37.3649192,775,GROVE ST,,BISHOP,,,,,7bc908288c4797f6
-118.4043051,37.3649113,781,GROVE ST,,BISHOP,,,,,ffc95b01ef3ce8f8
-118.4045269,37.364844,787,GROVE ST,,BISHOP,,,,,e42545c7616f819d
-118.7024044,37.3603108,9050,PINE CREEK RD,,PINE CREEK,,,,,c33ea911802f8b42
-118.4489513,37.364407,300,SHEPARD LN,,BISHOP,,,,,7e6abb6c2df43b33
-118.3965604,37.3650774,563,N WARREN ST,,BISHOP,,,,,cc79d5bcae49afff
-118.3974383,37.3650748,563,HAMMOND ST,,BISHOP,,,,,7e64c1430ad07b37
-118.4036786,37.3661163,750,KEOUGH ST,,BISHOP,,,,,c2734b331f5597b0
-118.4011651,37.366155,636,KEOUGH ST,,BISHOP,,,,,067e9c4294778de9
-118.4038202,37.3661294,762,KEOUGH ST,,BISHOP,,,,,655d417a2e893997
-118.4013188,37.3661064,650,KEOUGH ST,,BISHOP,,,,,9eb9568d64c70476
-118.4039667,37.3661272,768,KEOUGH ST,,BISHOP,,,,,e2ff6f809580d286
-118.401578,37.3661061,674,KEOUGH ST,,BISHOP,,,,,0c89f07cb8a3de82
-118.404123,37.3659816,774,KEOUGH ST,,BISHOP,,,,,32938d6e997fbcc4
-118.4018372,37.3661057,680,KEOUGH ST,,BISHOP,,,,,d0a179cabcea8d65
-118.4020197,37.3661274,686,KEOUGH ST,,BISHOP,,,,,8b14267fee909531
-118.4044513,37.3659736,786,KEOUGH ST,,BISHOP,,,,,bb235adaf4367c3f
-118.4021924,37.3661349,692,KEOUGH ST,,BISHOP,,,,,86f3ad55100e4082
-118.4414272,37.3658087,3504,RANCH RD,,BISHOP,,,,,d96a601bac800c4c
-118.4460248,37.3656538,312,VISTA RD,,BISHOP,,,,,d576abc751fafde9
-118.4418339,37.3651014,3582,RANCH RD,,BISHOP,,,,,cead0c4d7aff3d49
-118.3944696,37.3663373,636,N MAIN ST,,BISHOP,,,,,efdb2ff6cdf0ccf3
-118.4466456,37.3656469,311,VISTA RD,,BISHOP,,,,,66e5e2d7d2a18881
-118.3981153,37.3663671,693,HAMMOND ST,,BISHOP,,,,,1a183ddc4a8068b5
-118.3994872,37.3663065,700,HOBSON ST,,BISHOP,,,,,34c7d3e6179590ed
-118.4496419,37.3658132,375,SHEPARD LN,,BISHOP,,,,,fc2e8f4e46eeca2f
-118.4478844,37.3657598,325,MT TOM RD,,BISHOP,,,,,f531c95e5133a7c8
-118.4487045,37.3659248,382,SHEPARD LN,,BISHOP,,,,,5f94bf13a053bff6
-118.4471124,37.3657495,312,MT TOM RD,,BISHOP,,,,,917223460d9becb1
-118.4448619,37.3658933,313,N MOUNTAIN VIEW RD,,BISHOP,,,,,eb074ddee6064ba0
-118.4413978,37.3660469,3506,RANCH RD,,BISHOP,,,,,3c361a4496827511
-118.3959824,37.3665098,651,N MAIN ST,,BISHOP,,,,,101c04cd47b026bc
-118.4013192,37.3665736,651,KEOUGH ST,,BISHOP,,,,,ce1ee64647e4ea25
-118.4002831,37.3666162,605,KEOUGH ST,,BISHOP,,,,,2f733b787aa5714e
-118.4004558,37.366616,611,KEOUGH ST,,BISHOP,,,,,50f71eb9d7b3bc8d
-118.4006285,37.3666157,619,KEOUGH ST,,BISHOP,,,,,72a054d774ccc76b
-118.4008132,37.3666155,625,KEOUGH ST,,BISHOP,,,,,092b9ea311cf949e
-118.4010723,37.3666151,637,KEOUGH ST,,BISHOP,,,,,8b1dac20d949ee72
-118.401519,37.3666146,663,KEOUGH ST,,BISHOP,,,,,4d2c2344bb385d26
-118.4019668,37.3666139,687,KEOUGH ST,,BISHOP,,,,,12c1de11c390222b
-118.4021827,37.3666136,693,KEOUGH ST,,BISHOP,,,,,effeef97192c2beb
-118.403616,37.3666067,725,KEOUGH ST,,BISHOP,,,,,81418a24a05d4ea3
-118.4495021,37.366125,387,SHEPARD LN,,BISHOP,,,,,520f185213d29dd2
-118.4413748,37.3662958,300,RANCH RD,,BISHOP,,,,,c43270282e3d301e
-118.4460029,37.3660776,324,VISTA RD,,BISHOP,,,,,ea49763a8f73b964
-118.3985231,37.3664493,711,N FOWLER ST,,BISHOP,,,,,d942c31581cd4c9d
-118.3969737,37.3665175,649,N MAIN ST,,BISHOP,,,,,066e9095e3829037
-118.4467834,37.3661516,325,VISTA RD,,BISHOP,,,,,05724e5090255ecf
-118.4424551,37.3663848,85,MAJESTIC WAY,,BISHOP,,,,,89df21757e7e347f
-118.4421232,37.366351,301,RANCH RD,,BISHOP,,,,,6317ae7a378bd19b
-118.444159,37.3657511,306,N MOUNTAIN VIEW RD,,BISHOP,,,,,f87cc6732e064a2b
-118.4448519,37.3662743,327,N MOUNTAIN VIEW RD,,BISHOP,,,,,ec27804ca5140795
-118.4436893,37.3658953,3663,RANCH RD,,BISHOP,,,,,ba056c4e90a38a39
-118.447261,37.3662791,330,MT TOM RD,,BISHOP,,,,,727585bd3182fffc
-118.4487229,37.3662765,388,SHEPARD LN,,BISHOP,,,,,7083fbf1650f6121
-118.4494349,37.3663913,399,SHEPARD LN,,BISHOP,,,,,da3b973f12044857
-118.4414439,37.3665804,320,RANCH RD,,BISHOP,,,,,5966e4a5aec46804
-118.4432299,37.3659968,3613,RANCH RD,,BISHOP,,,,,2eead0b3fc62abc9
-118.4425929,37.3661499,3601,RANCH RD,,BISHOP,,,,,f21b6e56d00ad4df
-118.4026911,37.3671991,737,HOME ST,,BISHOP,,,,,bf4ee6b4857906ea
-118.4459779,37.3665593,350,VISTA RD,,BISHOP,,,,,636ea51212510411
-118.3962023,37.3670555,725,N MAIN ST,,BISHOP,,,,,36578fc9cd1c81e6
-118.4426411,37.3668639,3577,MAJESTIC WAY,,BISHOP,,,,,d1db67c7204195d6
-118.4423307,37.3668242,3565,MAJESTIC WAY,,BISHOP,,,,,e5fde793259bac7c
-118.4420356,37.3667619,3561,MAJESTIC WAY,,BISHOP,,,,,87b22cad2023789e
-118.441461,37.3667885,340,RANCH RD,,BISHOP,,,,,d89fd6f0a108efad
-118.4447852,37.366655,351,N MOUNTAIN VIEW RD,,BISHOP,,,,,bc9be3cb3f0131bc
-118.4439241,37.366769,338,N MOUNTAIN VIEW RD,,BISHOP,,,,,3564b7240823ac56
-118.4467778,37.366663,347,VISTA RD,,BISHOP,,,,,80ea4875e542a510
-118.447261,37.3667753,358,MT TOM RD,,BISHOP,,,,,d3acda42a84a4622
-118.4493879,37.3666474,401,SHEPARD LN,,BISHOP,,,,,95aa76354aa4ddf3
-118.4026521,37.3674689,751,HOME ST,,BISHOP,,,,,3238d6f6d9c397f3
-118.4478796,37.3668737,373,MT TOM RD,,BISHOP,,,,,664a202eeaad2f90
-118.44873,37.3668106,400,SHEPARD LN,,BISHOP,,,,,5184d58ee14d5780
-118.4414598,37.3670632,370,RANCH RD,,BISHOP,,,,,5782ba00ff4514f4
-118.4020569,37.3675921,730,HOME ST,,BISHOP,,,,,244bf8d35118637b
-118.4420358,37.3671279,371,RANCH RD,,BISHOP,,,,,5a86228b9080ca08
-118.4423515,37.3671735,3568,LURING LN,,BISHOP,,,,,a1db95219827e670
-118.4426471,37.3671348,3574,LURING LN,,BISHOP,,,,,fc296ad3d4ba733d
-118.4459542,37.3670155,362,VISTA RD,,BISHOP,,,,,f96cba6697783787
-118.4430192,37.3671386,3580,LURING LN,,BISHOP,,,,,5599991bd0a1d981
-118.4026566,37.3677331,759,HOME ST,,BISHOP,,,,,72719d8ed4dacc37
-118.4447329,37.3671149,363,N MOUNTAIN VIEW RD,,BISHOP,,,,,556636f9450f16c7
-118.4414582,37.3673951,390,RANCH RD,,BISHOP,,,,,535f6250fbe6dbec
-118.4467713,37.3671891,369,VISTA RD,,BISHOP,,,,,ce5a8176ce362b2f
-118.4026565,37.3679254,767,HOME ST,,BISHOP,,,,,776020d44f6bf7f9
-118.4029541,37.3678082,724,ROME DR,,BISHOP,,,,,df276d002d76b6be
-118.4472609,37.3672563,374,MT TOM RD,,BISHOP,,,,,3319d871069c8588
-118.4031245,37.367873,730,ROME DR,,BISHOP,,,,,68de0daca2e09595
-118.4479178,37.3673571,379,MT TOM RD,,BISHOP,,,,,f40dcfd7317486c0
-118.448442,37.3674054,412,SHEPARD LN,,BISHOP,,,,,050eee2b6728eecf
-118.4033172,37.3678791,736,ROME DR,,BISHOP,,,,,f03af92cb136ce61
-118.4035014,37.3678846,746,ROME DR,,BISHOP,,,,,7125442d9346662f
-118.4036809,37.3678905,756,ROME DR,,BISHOP,,,,,bfedd8200951bd87
-118.4038609,37.3678962,768,ROME DR,,BISHOP,,,,,163f3d8898beb7eb
-118.4040407,37.3679015,770,ROME DR,,BISHOP,,,,,70edd5c41371b594
-118.4042646,37.3679024,774,ROME DR,,BISHOP,,,,,bc2ce75b66c63597
-118.4045366,37.367902,786,ROME DR,,BISHOP,,,,,1188c29d22ed899b
-118.4494112,37.3672384,395,MT TOM RD,,BISHOP,,,,,2aa46f3de876d7fa
-118.4420277,37.3675514,401,RANCH RD,,BISHOP,,,,,a9338ccc51b6908c
-118.4459317,37.3674498,374,VISTA RD,,BISHOP,,,,,ffeb48a2f41f7818
-118.4423436,37.3675516,3569,LURING LN,,BISHOP,,,,,998a093fb343c921
-118.4426565,37.3675574,3575,LURING LN,,BISHOP,,,,,cba679eb023c24b0
-118.3950173,37.3681679,772,N MAIN ST,,BISHOP,,,,,a23b35d40ac3bd87
-118.4430053,37.3675334,3581,LURING LN,,BISHOP,,,,,8e9a4a246cf3915b
-118.4440573,37.3672088,372,N MOUNTAIN VIEW RD,,BISHOP,,,,,25264354810e8957
-118.4414574,37.3676125,400,RANCH RD,,BISHOP,,,,,edfaa26640cebf91
-118.4447168,37.3674917,375,N MOUNTAIN VIEW RD,,BISHOP,,,,,151ddd01f82beac8
-118.4026897,37.3682551,775,HOME ST,,BISHOP,,,,,f1c693a1ef6c0c90
-118.443476,37.3677613,396,N MOUNTAIN VIEW RD,,BISHOP,,,,,8098a2a8aa050895
-118.4472609,37.3677235,386,MT TOM RD,,BISHOP,,,,,689fa591fea74791
-118.4420273,37.3678702,415,RANCH RD,,BISHOP,,,,,1e7eb6eea0eb0fb5
-118.4423421,37.367873,3566,RANCH VIEW LN,,BISHOP,,,,,41f0b2223a800915
-118.4467648,37.3677153,377,VISTA RD,,BISHOP,,,,,6641c110f07abcc9
-118.4426534,37.3678669,3572,RANCH VIEW LN,,BISHOP,,,,,cceccc2a02110231
-118.3961217,37.3685822,775,N MAIN ST,,BISHOP,,,,,c753d7e17e2232a5
-118.3963657,37.3683914,779,N MAIN ST,,BISHOP,,,,,cdccc89303c3100d
-118.443004,37.3678886,3578,RANCH VIEW LN,,BISHOP,,,,,0f87b968c73d42a4
-118.4479321,37.3679454,397,MT TOM RD,,BISHOP,,,,,1c7e9525ced66ae1
-118.4459102,37.3678641,384,VISTA RD,,BISHOP,,,,,3990d60d200abd4a
-118.4026775,37.368475,777,HOME ST,,BISHOP,,,,,150bd0f89a06c172
-118.4029823,37.3684118,729,ROME DR,,BISHOP,,,,,b521ce06cdcefc4c
-118.4032088,37.3684101,737,ROME DR,,BISHOP,,,,,2de34463febc2a11
-118.4034365,37.3684176,747,ROME DR,,BISHOP,,,,,e3811ff6177ed30d
-118.4036598,37.3684251,757,ROME DR,,BISHOP,,,,,9909445fd2013796
-118.4039262,37.368434,763,ROME DR,,BISHOP,,,,,53a9bc0def0b165e
-118.4041602,37.3684381,767,ROME DR,,BISHOP,,,,,5b4d53c74afae178
-118.4043502,37.3684382,777,ROME DR,,BISHOP,,,,,08cf1df41d91a2a0
-118.441445,37.3679364,410,RANCH RD,,BISHOP,,,,,7a93879d8fad6f1c
-118.4045581,37.3684381,787,ROME DR,,BISHOP,,,,,66a5e8888c6e5b69
-118.4496317,37.3678561,391,MT TOM RD,,BISHOP,,,,,568003fe3337872d
-118.4415099,37.3682792,414,RANCH RD,,BISHOP,,,,,cfe32cc7384e4f37
-118.4419169,37.3683396,3561,RANCH VIEW LN,,BISHOP,,,,,9a5d94490700d26c
-118.4423393,37.3683594,3567,RANCH VIEW LN,,BISHOP,,,,,86ddc90fe9fd7f88
-118.4430119,37.3683439,3579,RANCH VIEW LN,,BISHOP,,,,,785e8f9c5f2e445a
-118.4434409,37.3682356,408,N MOUNTAIN VIEW RD,,BISHOP,,,,,279996d3c321fe29
-118.4443956,37.368314,420,N MOUNTAIN VIEW RD,,BISHOP,,,,,141c9f92955e4e4f
-118.4451448,37.3679565,387,N MOUNTAIN VIEW RD,,BISHOP,,,,,c95acf2c8ac827fa
-118.4458943,37.3682733,398,VISTA RD,,BISHOP,,,,,d1b8075127713b54
-118.4467581,37.36824,399,VISTA RD,,BISHOP,,,,,d03b6c11b54de622
-118.447105,37.368063,398,MT TOM RD,,BISHOP,,,,,b0e714402854df8a
-118.4484804,37.368271,401,MT TOM RD,,BISHOP,,,,,85d6e1dd67694794
-118.4495362,37.3682532,393,MT TOM RD,,BISHOP,,,,,b38a0fca8600f3d8
-118.4030787,37.3688415,785,HOME ST,,BISHOP,,,,,2b7b8b6a590c1a6d
-118.3928642,37.3693711,218,E YANEY ST,,BISHOP,,,,,4d2da2c3521bd4d3
-118.3969399,37.3692098,222,W YANEY ST,,BISHOP,,,,,4ba3f32571b3c8c8
-118.3972677,37.3692544,266,W YANEY ST,,BISHOP,,,,,4884d2cc2a628a5c
-118.3976659,37.3691769,344,W YANEY ST,,BISHOP,,,,,b5b8d7ea9ff76525
-118.3982583,37.3691845,376,W YANEY ST,,BISHOP,,,,,ddff410f3b05f546
-118.3987222,37.3690495,402,W YANEY ST,,BISHOP,,,,,f52535fcc71b854c
-118.3977633,37.3696537,807,CROSBY ST,,BISHOP,,,,,d688c32472e1b533
-118.3982622,37.3696518,389,W YANEY ST,,BISHOP,,,,,50d6e09222b2eb8b
-118.398985,37.3696487,801,LEE ST,,BISHOP,,,,,59aadd1a91488639
-118.4002245,37.3696439,805,COATS ST,,BISHOP,,,,,1f2dcc0e1011ca38
-118.4007736,37.3696401,806,CHAMBERLAIN ST,,BISHOP,,,,,559db6f4ef41d2f5
-118.4013263,37.3696217,601,W YANEY ST,,BISHOP,,,,,02e383d352a7a11c
-118.3995016,37.3696626,457,W YANEY ST,,BISHOP,,,,,a96c7b64bc14e957
-118.3955806,37.3697168,805,N MAIN ST,,BISHOP,,,,,a6123b6aaf2fc2a7
-118.3971727,37.3696803,808,CROSBY ST,,BISHOP,,,,,03847a0255d005be
-118.3977651,37.3698048,839,CROSBY ST,,BISHOP,,,,,e2dff7720f867322
-118.4017959,37.3696204,667,W YANEY ST,,BISHOP,,,,,953786cdd05e2b75
-118.398264,37.3698029,830,LEE ST,,BISHOP,,,,,cdcad630b772e23e
-118.4020968,37.3696023,689,W YANEY ST,,BISHOP,,,,,e48f14b41fda5937
-118.3989868,37.3697993,829,LEE ST,,BISHOP,,,,,a53d91d617b294a9
-118.400772,37.369764,830,CHAMBERLAIN ST,,BISHOP,,,,,ac5fcb679fa38a3f
-118.4013014,37.3697965,829,CHAMBERLAIN ST,,BISHOP,,,,,3d29dfd58de17d4e
-118.4016497,37.3696061,645,W YANEY ST,,BISHOP,,,,,0a45b4e8c78021d9
-118.3971039,37.3699329,852,CROSBY ST,,BISHOP,,,,,c9d9112410605eb5
-118.3976917,37.3699529,851,CROSBY ST,,BISHOP,,,,,cadff436598277a7
-118.3982659,37.3699528,852,LEE ST,,BISHOP,,,,,29479f7ab61dfc72
-118.401468,37.3699301,851,CHAMBERLAIN ST,,BISHOP,,,,,107d6c7689429091
-118.3989886,37.3699499,851,LEE ST,,BISHOP,,,,,31367b56a85ff7da
-118.3996068,37.3698751,852,COATS ST,,BISHOP,,,,,cecfec7ba338b47f
-118.4008166,37.3699415,840,CHAMBERLAIN ST,,BISHOP,,,,,c9ba532982dd5f4d
-118.4021113,37.3699269,852,HOME ST,,BISHOP,,,,,78511ae88a5efd09
-118.3996341,37.3700877,870,COATS ST,,BISHOP,,,,,9931eeec98550d02
-118.4002281,37.369945,851,COATS ST,,BISHOP,,,,,b3cb9eea363a53bd
-118.4021125,37.3700426,874,HOME ST,,BISHOP,,,,,6c216737ccc94c21
-118.4013907,37.370106,861,CHAMBERLAIN ST,,BISHOP,,,,,7ea0aec45dce2872
-118.3956543,37.3699656,871,N MAIN ST,,BISHOP,,,,,791092b897ec9207
-118.3966866,37.3700404,873,N MAIN ST,,BISHOP,,,,,6cda9f203e7e0b93
-118.3969994,37.3701831,280,SIERRA ST,,BISHOP,,,,,adbd9d3a5022b316
-118.3972145,37.3701822,290,SIERRA ST,,BISHOP,,,,,3d40b2f5d9d2fdd0
-118.3977696,37.3701801,873,CROSBY ST,,BISHOP,,,,,b954cefd5817505a
-118.3981231,37.3701786,394,SIERRA ST,,BISHOP,,,,,6bf1047fcbb731f2
-118.398381,37.3701779,874,LEE ST,,BISHOP,,,,,6f3d378c8d19de94
-118.3988672,37.3701763,895,LEE ST,,BISHOP,,,,,807c41f9ae4af181
-118.3991254,37.3701753,410,SIERRA ST,,BISHOP,,,,,f4ecbdac12218dc4
-118.3996234,37.3702382,498,SIERRA ST,,BISHOP,,,,,11afacf79857868c
-118.4000939,37.3702327,895,COATS ST,,BISHOP,,,,,b8af92150e593be4
-118.4006233,37.3701597,544,SIERRA ST,,BISHOP,,,,,d11972f67d68a8ed
-118.4008716,37.3701455,850,CHAMBERLAIN ST,,BISHOP,,,,,71561200517d3f83
-118.4015056,37.370263,610,SIERRA ST,,BISHOP,,,,,6cd7666c655ecff7
-118.4020969,37.3702259,896,HOME ST,,BISHOP,,,,,926b55b5690b6059
-118.3935669,37.3700124,910,N MAIN ST,,BISHOP,,,,,d4136c18cdeef889
-118.3951341,37.3706764,928,N MAIN ST,,BISHOP,,,,,84d0778fc16379f7
-118.3959818,37.3706939,905,N MAIN ST,,BISHOP,,,,,73c2c0684b133eef
-118.3950298,37.370856,930,N MAIN ST,,BISHOP,,,,,e0aa4d3908e95098
-118.4001354,37.3706579,501,SIERRA ST,,BISHOP,,,,,2d2e7320b7afaa20
-118.400609,37.3706151,543,SIERRA ST,,BISHOP,,,,,24b9591084eb1f97
-118.4013509,37.3706406,601,SIERRA ST,,BISHOP,,,,,46b3d70a598022c3
-118.3925965,37.3704969,198,MAC IVER ST,,BISHOP,,,,,fcadbc104be90cfb
-118.3940242,37.3710478,106,MAC IVER ST,,BISHOP,,,,,f31ddb984cc84324
-118.3958631,37.3712249,989,N MAIN ST,,BISHOP,,,,,6c6ce2886fa00dd5
-118.4001553,37.3712492,658,SYCAMORE DR,,BISHOP,,,,,a47ef361f7fd523f
-118.4004136,37.3712482,660,SYCAMORE DR,,BISHOP,,,,,9faa7cb2843bbf9e
-118.4006718,37.3712472,662,SYCAMORE DR,,BISHOP,,,,,3160231fc61d4611
-118.4009731,37.371246,664,SYCAMORE DR,,BISHOP,,,,,5ba2e02f2d12f6c6
-118.4013174,37.3712446,666,SYCAMORE DR,,BISHOP,,,,,a7b576f2f043fcdc
-118.4016627,37.3712433,668,SYCAMORE DR,,BISHOP,,,,,e7e2912c84a34e4f
-118.3960172,37.3714338,1005,N MAIN ST,,BISHOP,,,,,dce6c55033beefb6
-118.3950592,37.3715108,1006,N MAIN ST,,BISHOP,,,,,79bb36dc585a782e
-118.4336342,37.3711728,595,BROCKMAN LN,,BISHOP,,,,,01e3e69accc00f42
-118.393902,37.3716943,171,MAC IVER ST,,BISHOP,,,,,2992f476ab1b9a46
-118.3943723,37.3716881,151,MAC IVER ST,,BISHOP,,,,,7ede52a0d0982ab1
-118.3950117,37.3717464,1014,N MAIN ST,,BISHOP,,,,,2106c6d8f6f38460
-118.4168972,37.3747748,1266,EARLY POND LN,,BISHOP,,,,,13e85536d18b5d3e
-118.4149682,37.3747652,2236,EARLY POND LN,,BISHOP,,,,,6fdce0c886f6c96e
-118.4171702,37.374594,1255,EARLY POND LN,,BISHOP,,,,,8744ba4e6d6b2abe
-118.3948758,37.3745063,1220,N MAIN ST,,BISHOP,,,,,dc748502e79403e7
-118.3947863,37.37521,1260,N MAIN ST,,BISHOP,,,,,a503617b6cbd4a4d
-118.4140496,37.3749881,85,SEE VEE LN,,BISHOP,,,,,dae1e319ea8f2485
-118.4140433,37.375162,201,SEE VEE LN,,BISHOP,,,,,d4f4c0c42590b8b0
-118.4181225,37.3749345,950,TU SU LN,,BISHOP,,,,,2d3ab602c852fe36
-118.3521276,37.3688949,2001,POLETA RD,,BISHOP,,,,,18c419991b9e3231
-118.391331,37.3745394,1200,N MAIN ST,,BISHOP,,,,,f4c8731e77fb5c93
-118.4140862,37.3756303,2206,N SIERRA HWY,,BISHOP,,,,,576f675610a27cd8
-118.4145154,37.3756109,2218,N SIERRA HWY,,BISHOP,,,,,546b8303d9b21dd4
-118.4150148,37.3750236,2230,N SIERRA HWY,,BISHOP,,,,,9688d46ecd741e9f
-118.4150346,37.3755274,2234,N SIERRA HWY,,BISHOP,,,,,8827ee45a49b3b14
-118.4154789,37.3756085,2236,N SIERRA HWY,,BISHOP,,,,,b3e56ee7d71010f7
-118.4156396,37.3756094,2242,N SIERRA HWY,,BISHOP,,,,,d1ba91145306b597
-118.4157942,37.3749896,2256,N SIERRA HWY,,BISHOP,,,,,da3ea325fe04145a
-118.4161368,37.3756203,2272,N SIERRA HWY,,BISHOP,,,,,574f7f1cc4fbd0e3
-118.4163339,37.3756528,2296,N SIERRA HWY,,BISHOP,,,,,5cd3dc2ffd482c38
-118.4165835,37.375455,2308,N SIERRA HWY,,BISHOP,,,,,3b103fe2426b5129
-118.4171367,37.3752017,2320,N SIERRA HWY,,BISHOP,,,,,dac70b8b95a18610
-118.4174509,37.3755909,2344,N SIERRA HWY,,BISHOP,,,,,a05c22c1c9f5f208
-118.4175755,37.3752989,2350,N SIERRA HWY,,BISHOP,,,,,32a10a5f23b6a3d6
-118.4177516,37.3748657,2356,N SIERRA HWY,,BISHOP,,,,,4a0149d5e733900d
-118.418197,37.3755478,2392,N SIERRA HWY,,BISHOP,,,,,7d327bf7f505dc93
-118.4140613,37.376142,2203,N SIERRA HWY,,BISHOP,,,,,1913754cead9ca6c
-118.4180981,37.3761265,2399,N SIERRA HWY,,BISHOP,,,,,aa51140cd0a07ed9
-118.409746,37.3762136,2019,N SIERRA HWY,,BISHOP,,,,,01945771b78921b6
-118.4102001,37.3762119,2035,N SIERRA HWY,,BISHOP,,,,,b23e72187871f14a
-118.4206299,37.3761453,1275,ROCKING W DR,,BISHOP,,,,,265b1d0cfa9d488b
-118.4198584,37.3761268,2451,N SIERRA HWY,,BISHOP,,,,,cf1b33f88d40e7fa
